ques_naire;user_id;propertyid;createtime;min-erittain-korkea-asuinalue-sopii-helsinkiin;kuinka-todennakoisesti-asut-alueella-viela-5-vuoden-kuluttua;min-mieluiten-ulkoilen-laajassa-metsassa-vaikka-se-olisi-vahan-kauempana-kotoa;tarkein;min-kiinnostavin-uusi-kulttuuri-syntyy-kohtaamisista-kaupungissa;min-haluan-tehda-paivittaiset-ostokseni-vahan-kerrallaan-lahella-kotia;min-jos-raideliikenteen-yhteyksia-parannetaan-kayttaisin-raideliikennetta-nykyista-enemman-seka-tyomatkoihini-etta-vapaa-ajalla;toiseksi-tarkein;jos-asut-muualla-kuin-helsingissa-missa-asu;min-esikaupungeissa-tehokkain-rakentaminen-kannattaisi-keskittaa-asemien-laheisyyteen;min-suurkaupunki-ja-sen-monet-mahdollisuudet-ovat-kiehtovia;kolmenneksi-tarkein;ika;missa-kaupunginosassa-asut;user-language;min-helsingin-keskustaan-johtavien-isojen-teiden-muuttaminen-puistokaduiksi-on-hyva-idea;min-koska-helsinki-kasvaa-pitaa-sita-tiiviistaa;elamantilanne-asumismuoto;min-autoilun-tarpeen-vahentamiseksi-olen-valmis-hyvaksymaan-tiiviimpaa-rakentamista-asuinalueellani;min-asuinalueeltani-loytyy-viela-paikkoja-joita-voisi-kayttaa-rakentamiseen
"mita-ajattelet-tulevaisuuden-k";"4525";"30075";"2013-12-04T12:36";"59,29";"melko-todennakoisesti"; ;"kavely";"45,4";"43,41";"31,9";"polkupyora";"espoossa"; ;"29,52";"joukkoliikenne"; ;"Etu-Töölö";"fi";"3,61"; ;"yksin-asuva";"3,73";"41,83"
"mita-ajattelet-tulevaisuuden-k";"4526";"30077";"2013-12-04T12:37";"70,83";"erittain-todennakoisesti";"12,5";"henkiloauto";"19,64";"78,37";"91,87";"henkiloauto"; ;"86,71000000000001";"20,44";"polkupyora";"40-49";"Vartiokylä (Vartioharju, Puotila, Puotinharju, Myllypuro, Marjaniemi, Itäkeskus)";"en";"100";"100";"lapsiperhe";"100";"87,9"
"mita-ajattelet-tulevaisuuden-k";"4527";"30079";"2013-12-04T12:38";"0";"melko-todennakoisesti";"0";"joukkoliikenne";"0";"18,07";"22,55";"polkupyora"; ;"0";"0";"kavely";"30-39";"Etu-Töölö";"fi";"33,59";"0";"yksin-asuva";"0";"0"
"mita-ajattelet-tulevaisuuden-k";"4528";"30080";"2013-12-04T12:38";"70,34";"erittain-todennakoisesti";"80,44";"joukkoliikenne";"8,99";"3,58";"5,54";"kavely"; ;"87,61";"39,8";"polkupyora";"50-59";"Länsisatama (Ruoholahti, Salmisaari, Lapinlahti, Jätkäsaari, Hernesaari)";"fi";"2,35";"19,08";"yksin-asuva";"24,93";"90,26"
"mita-ajattelet-tulevaisuuden-k";"4529";"30085";"2013-12-04T12:39";"8,59";"vaikea-sanoa";"70,86";"kavely"; ;"32"; ;"polkupyora";"muualla-suomessa"; ; ;"joukkoliikenne";"25-29"; ;"fi"; ; ;"yksin-asuva"; ; 
"mita-ajattelet-tulevaisuuden-k";"4530";"30089";"2013-12-04T12:39";"39,480000000000004";"melko-todennakoisesti";"100";"joukkoliikenne"; ;"45,44";"5,75";"polkupyora"; ;"55,75";"10,52";"kavely";"30-39";"Tapaninkylä";"fi";"15,67";"0";"pariskunta";"5,36";"0"
"mita-ajattelet-tulevaisuuden-k";"4531";"30095";"2013-12-04T12:40"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"4532";"30102";"2013-12-04T12:41"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"en"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"4533";"30297";"2013-12-04T13:07";"9,33";"melko-todennakoisesti";"75,60000000000001";"polkupyora";"22,42";"22,42";"0";"henkiloauto"; ;"12,5";"17,66";"joukkoliikenne";"50-59";"Tuomarinkylä (Paloheinä, Torpparinmäki, Tuomarinkartano, Haltiala)";"fi";"77,98";"40,28";"lapsiperhe";"43,06";"42,26"
"mita-ajattelet-tulevaisuuden-k";"4534";"30106";"2013-12-04T12:41";"62,19";"melko-todennakoisesti";"25,16";"polkupyora";"28,33";"21,98";"9,68";"joukkoliikenne"; ;"13,65";"18,81";"henkiloauto";"30-39";"Vanhakaupunki";"fi";"0";"18,41";"lapsiperhe";"18,81";"50,7"
"mita-ajattelet-tulevaisuuden-k";"4535";"30121";"2013-12-04T12:43";"95,96";"melko-epatodennakoisesti";"100";"henkiloauto";"21,88";"15,27";"2,37";"kavely"; ;"1,71";"84,05";"joukkoliikenne";"50-59";"Vuosaari";"fi";"82,07"; ;"yksin-asuva"; ;"98,6"
"mita-ajattelet-tulevaisuuden-k";"4536";"30122";"2013-12-04T12:43";"96,18";"melko-todennakoisesti";"69,99";"joukkoliikenne";"31,5";"30,310000000000002";"69,2";"kavely"; ;"27,93";"28,72";"henkiloauto";"30-39";"Kallio";"en";"24,36";"70,79";"pariskunta";"30,71";"63,25"
"mita-ajattelet-tulevaisuuden-k";"4537";"30123";"2013-12-04T12:43"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"4538";"30140";"2013-12-04T12:45";"28,73";"erittain-todennakoisesti";"84,29";"henkiloauto";"24,76";"15,24";"100";"joukkoliikenne"; ;"27,94";"22,78";"kavely";"40-49";"Pakila";"fi";"87,46";"68,81";"lapsiperhe";"85,88";"43,42"
"mita-ajattelet-tulevaisuuden-k";"4540";"30156";"2013-12-04T12:48"; ;"erittain-todennakoisesti"; ;"joukkoliikenne"; ; ; ;"polkupyora"; ; ; ;"henkiloauto";"30-39";"Pitäjänmäki";"fi"; ; ;"pariskunta"; ; 
"mita-ajattelet-tulevaisuuden-k";"4541";"30161";"2013-12-04T12:49"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"en"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"4542";"30162";"2013-12-04T12:49";"40,4";"melko-todennakoisesti";"81,11";"joukkoliikenne";"0";"12,86";"12,46";"kavely"; ;"13,65";"14,05";"henkiloauto";"15-19";"Pasila";"fi";"8,89";"69,21";"pariskunta";"36,27";"71,59"
"mita-ajattelet-tulevaisuuden-k";"4543";"30177";"2013-12-04T12:51";"0";"erittain-todennakoisesti";"59,33";"joukkoliikenne";"0";"7,74";"5,36";"kavely"; ;"0";"0";"polkupyora";"25-29";"Kallio";"fi";"0";"0";"pariskunta";"0";"21,63"
"mita-ajattelet-tulevaisuuden-k";"4544";"30184";"2013-12-04T12:52"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"4545";"30186";"2013-12-04T12:52";"20";"erittain-epatodennakoisesti";"65,47";"joukkoliikenne";"50,16";"20";"0";"polkupyora"; ;"15,12";"0";"kavely";"30-39";"Käpylä";"fi";"0";"9,17";"lapsiperhe";"0";"35,08"
"mita-ajattelet-tulevaisuuden-k";"4546";"30190";"2013-12-04T12:53";"71,03";"erittain-todennakoisesti";"76,19";"joukkoliikenne";"13,1";"28,97";"14,29";"kavely"; ;"76,59";"12,3";"polkupyora";"25-29";"Kruununhaka";"fi";"0";"27,38";"lapsiperhe";"33,73";"100"
"mita-ajattelet-tulevaisuuden-k";"4548";"30193";"2013-12-04T12:53";"19,13";"melko-todennakoisesti";"80,79";"henkiloauto"; ;"20,66";"40,5"; ; ;"20,96";"35,92"; ;"40-49";"Tapaninkylä";"fi";"100";"73,77";"lapsiperhe";"100";"36,22"
"mita-ajattelet-tulevaisuuden-k";"4549";"30195";"2013-12-04T12:53";"13,45";"erittain-todennakoisesti";"23,37";"joukkoliikenne";"24,17";"17,42";"11,87";"kavely"; ;"9,88";"16,63";"polkupyora";"30-39";"Vallila";"fi";"1,94";"8,29";"pariskunta";"8,69";"38,13"
"mita-ajattelet-tulevaisuuden-k";"4550";"30200";"2013-12-04T12:54";"15,280000000000001";"melko-todennakoisesti";"71,23";"joukkoliikenne";"15,67";"14,48";"27,98";"henkiloauto"; ;"50,2";"0";"kavely";"50-59";"Oulunkylä (Pirkkola, Maunula, Metsälä, Patola, Veräjämäki, Veräjälaakso)";"fi";"17,26";"0";"lapsiperhe";"30,75";"35,910000000000004"
"mita-ajattelet-tulevaisuuden-k";"4551";"30206";"2013-12-04T12:56";"77,98";"melko-epatodennakoisesti";"83,93";"joukkoliikenne";"0";"0";"0";"polkupyora"; ;"8,53";"20,830000000000002";"kavely";"20-24";"Laajasalo";"fi";"0";"11,71";"muu";"0";"21,23"
"mita-ajattelet-tulevaisuuden-k";"4552";"30209";"2013-12-04T12:56"; ;"erittain-todennakoisesti"; ;"joukkoliikenne"; ; ; ;"polkupyora"; ; ; ;"kavely";"40-49";"Kluuvi";"en"; ; ;"lapsiperhe"; ; 
"mita-ajattelet-tulevaisuuden-k";"4553";"30211";"2013-12-04T12:56"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"4554";"30218";"2013-12-04T12:57";"10,120000000000001";"melko-todennakoisesti";"97,02";"henkiloauto";"71,23";"36,31";"91,47";"polkupyora"; ;"10,120000000000001";"38,29";"joukkoliikenne";"30-39";"Pakila";"fi";"92,26";"85,52";"pariskunta";"90,28";"91,87"
"mita-ajattelet-tulevaisuuden-k";"4556";"30241";"2013-12-04T13:00";"11,71";"melko-todennakoisesti";"72,82000000000001";"kavely";"49,800000000000004";"0";"98,21000000000001";"joukkoliikenne"; ;"11,31";"0";"polkupyora";"25-29";"Alppiharju";"fi";"15,280000000000001";"0";"pariskunta";"0";"34,33"
"mita-ajattelet-tulevaisuuden-k";"4557";"30258";"2013-12-04T13:01";"42,22";"melko-todennakoisesti";"80,72";"joukkoliikenne";"35,48";"10,08";"5,32";"kavely"; ;"30,72";"5,72"; ;"30-39";"Alppiharju";"fi";"slider_default_value";"34,69";"yksin-asuva";"38,65";"70,8"
"mita-ajattelet-tulevaisuuden-k";"4558";"30268";"2013-12-04T13:02";"87,86";"erittain-epatodennakoisesti";"77,94";"kavely";"70,96";"7,7";"2,14";"joukkoliikenne";"ulkomailla";"8,1";"10,08";"polkupyora";"25-29"; ;"fi";"30,46";"6,9";"yksin-asuva";"0";"9,29"
"mita-ajattelet-tulevaisuuden-k";"4559";"30292";"2013-12-04T13:05"; ;"melko-epatodennakoisesti";"74,8";"joukkoliikenne";"50,6";"43,45";"82,34";"kavely"; ; ;"47,82";"polkupyora";"20-24";"Kallio";"fi";"32,34";"70,04";"pariskunta"; ;"81,15"
"mita-ajattelet-tulevaisuuden-k";"4560";"30296";"2013-12-04T13:06";"0";"erittain-todennakoisesti";"100";"polkupyora";"0";"9,68";"0";"kavely"; ;"0";"0";"joukkoliikenne";"30-39";"Kumpula";"fi";"0";"0";"yksin-asuva";"21,98";"14,33"
"mita-ajattelet-tulevaisuuden-k";"4561";"30299";"2013-12-04T13:07";"0";"melko-todennakoisesti";"100";"polkupyora";"14,48";"69,25";"72,02";"henkiloauto"; ;"14,88";"16,07";"joukkoliikenne";"40-49";"Herttoniemi (Roihuvuori)";"fi";"0";"0,2";"lapsiperhe";"15,280000000000001";"17,66"
"mita-ajattelet-tulevaisuuden-k";"4562";"30329";"2013-12-04T13:12"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"4563";"30356";"2013-12-04T13:15"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"en"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"4566";"30368";"2013-12-04T13:19";"0";"melko-todennakoisesti";"86,18";"henkiloauto";"14,33";"71,98";"11,15";"joukkoliikenne"; ;"22,69";"0";"kavely";"30-39";"Kaarela (Kannelmäki, Maununneva, Malminkartano, Hakuninmaa, Kuninkaantammi, Honkasuo)";"en";"82,54";"38,65";"pariskunta";"33,1";"11,67"
"mita-ajattelet-tulevaisuuden-k";"4567";"30369";"2013-12-04T13:19";"0";"erittain-todennakoisesti";"8,49";"kavely";"30,72";"16,8";"25,56";"polkupyora"; ;"29,92";"23,57";"henkiloauto";"30-39";"Kaartinkaupunki";"fi";"0";"45,4";"pariskunta";"0"; 
"mita-ajattelet-tulevaisuuden-k";"4568";"30375";"2013-12-04T13:21";"0";"melko-todennakoisesti";"22,38";"polkupyora";"9,29";"83,1";"13,26";"joukkoliikenne"; ;"0";"10,08";"henkiloauto";"40-49";"Kallio";"fi";"11,67";"0";"pariskunta";"18,42";"73,76"
"mita-ajattelet-tulevaisuuden-k";"4571";"30378";"2013-12-04T13:23"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"en"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"4572";"30382";"2013-12-04T13:24";"43,81";"melko-todennakoisesti";"71,59";"joukkoliikenne";"31,75";"17,62";"26,35";"kavely"; ;"23,57";"23,97";"henkiloauto";"30-39";"Etu-Töölö";"fi";"65,24";"19,61";"lapsiperhe";"83,1";"82,7"
"mita-ajattelet-tulevaisuuden-k";"4573";"30384";"2013-12-04T13:24";"90,24";"melko-epatodennakoisesti";"75,95";"kavely";"70,4";"75,16";"60,08";"joukkoliikenne";"espoossa";"89,05";"80,71"; ;"40-49"; ;"fi";"10,11";"60,08";"yksin-asuva";"81,1";"60,08"
"mita-ajattelet-tulevaisuuden-k";"4574";"30385";"2013-12-04T13:24";"72,82000000000001";"melko-todennakoisesti";"100";"joukkoliikenne"; ;"20,44";"0";"kavely"; ; ;"34,33";"polkupyora";"30-39";"Käpylä";"fi";"41,87";"57,34";"lapsiperhe";"100";"100"
"mita-ajattelet-tulevaisuuden-k";"4575";"30396";"2013-12-04T13:26";"70,79";"erittain-todennakoisesti";"100";"joukkoliikenne";"1,75";"0";"30,32";"kavely"; ;"0";"0";"polkupyora";"40-49";"Oulunkylä (Pirkkola, Maunula, Metsälä, Patola, Veräjämäki, Veräjälaakso)";"fi";"0";"10,08";"lapsiperhe";"0";"0"
"mita-ajattelet-tulevaisuuden-k";"4577";"30415";"2013-12-04T13:29";"38,35";"erittain-todennakoisesti";"50,16";"joukkoliikenne";"22,48";"72,78";"22,48";"polkupyora"; ;"33,19";"22,48";"kavely";"30-39";"Hermanni";"en"; ;"38,75";"yksin-asuva";"39,63";"40,73"
"mita-ajattelet-tulevaisuuden-k";"4578";"30433";"2013-12-04T13:31";"0";"erittain-todennakoisesti";"81,15";"joukkoliikenne";"56,550000000000004";"3,37";"44,64";"polkupyora"; ;"0";"19,25";"henkiloauto";"40-49";"Punavuori";"fi";"7,34";"9,33";"lapsiperhe";"1,79";"27,18"
"mita-ajattelet-tulevaisuuden-k";"4579";"30456";"2013-12-04T13:36"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"4580";"30483";"2013-12-04T13:41";"1,85";"erittain-todennakoisesti";"2,64";"joukkoliikenne";"1,45";"1,45";"2,24";"polkupyora"; ;"1,45";"2,24";"henkiloauto";"25-29";"Ruskeasuo";"fi";"1,85";"0,65";"pariskunta";"1,85";"1,05"
"mita-ajattelet-tulevaisuuden-k";"4581";"30484";"2013-12-04T13:42"; ;"erittain-todennakoisesti"; ;"kavely"; ; ; ;"joukkoliikenne"; ; ; ;"henkiloauto";"40-49";"Lauttasaari";"en"; ; ;"lapsiperhe"; ; 
"mita-ajattelet-tulevaisuuden-k";"4582";"30485";"2013-12-04T13:42";"28,34";"melko-todennakoisesti";"85,08";"joukkoliikenne";"14,45";"7,3";"60,08";"kavely"; ;"44,36";"9,69";"polkupyora";"25-29";"Kluuvi";"fi";"20";"12,86";"pariskunta";"42,69";"89,05"
"mita-ajattelet-tulevaisuuden-k";"4585";"30488";"2013-12-04T13:44"; ; ; ; ; ; ; ; ; ; ; ; ;"30-39"; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"4586";"30495";"2013-12-04T13:46";"34,29";"vaikea-sanoa";"75,95";"joukkoliikenne";"50,26";"75,56";"0";"kavely"; ;"76,75";"33,89";"henkiloauto";"20-24";"Munkkiniemi (Kuusisaari, Lehtisaari, Munkkivuori, Niemenmäki, Talinranta)";"fi";"35,48";"27,54";"pariskunta";"28,43";"23,97"
"mita-ajattelet-tulevaisuuden-k";"4587";"30496";"2013-12-04T13:46";"2,78";"erittain-todennakoisesti"; ;"joukkoliikenne";"0,79";"21,03";"27,78";"polkupyora"; ;"16,67";"0";"kavely";"40-49";"Herttoniemi (Roihuvuori)";"fi";"3,57";"4,76";"yksin-asuva";"23,81";"2,38"
"mita-ajattelet-tulevaisuuden-k";"4588";"30497";"2013-12-04T13:46"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"4589";"30499";"2013-12-04T13:46";"18,06";"melko-todennakoisesti";"6,55";"joukkoliikenne"; ;"1,3900000000000001";"10,120000000000001";"henkiloauto"; ;"12,1";"24,8";"kavely";"40-49";"Alppiharju";"fi";"9,72";"33,93";"yksin-asuva";"9,72";"100"
"mita-ajattelet-tulevaisuuden-k";"4590";"30510";"2013-12-04T13:48"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"4591";"30516";"2013-12-04T13:49";"1,98";"erittain-todennakoisesti";"91,67";"joukkoliikenne";"4,37";"13,89";"36,11";"kavely"; ;"2,38";"7,14";"polkupyora";"25-29";"Taka-Töölö";"en";"0,79";"19,84";"yksin-asuva";"25";"77,38"
"mita-ajattelet-tulevaisuuden-k";"4592";"30519";"2013-12-04T13:50";"20,8";"erittain-todennakoisesti";"90,64";"henkiloauto";"7,3";"0";"100";"kavely"; ;"50,56";"6,51";"joukkoliikenne";"50-59";"Alppiharju";"en";"10,08";"10,08";"pariskunta";"67,62";"20,8"
"mita-ajattelet-tulevaisuuden-k";"4594";"30523";"2013-12-04T13:50";"0";"vaikea-sanoa";"16,43";"kavely";"100";"81,51";"0";"joukkoliikenne"; ;"0";"0";"henkiloauto";"30-39";"Kruununhaka";"fi";"26,75";"0";"lapsiperhe";"0";"0"
"mita-ajattelet-tulevaisuuden-k";"4596";"30533";"2013-12-04T13:52";"0";"melko-epatodennakoisesti";"100";"kavely";"0";"0";"0";"polkupyora"; ;"0";"0";"henkiloauto";"30-39";"Etu-Töölö";"fi";"0";"0";"pariskunta";"0";"29,52"
"mita-ajattelet-tulevaisuuden-k";"4597";"30537";"2013-12-04T13:52";"37,07";"erittain-epatodennakoisesti";"23,18";"joukkoliikenne";"43,02";"39,84"; ;"kavely";"espoossa"; ;"14,45";"polkupyora";"30-39"; ;"fi";"1,32";"10,08";"pariskunta";"10,08"; 
"mita-ajattelet-tulevaisuuden-k";"4598";"30539";"2013-12-04T13:52";"20,63";"melko-epatodennakoisesti";"9,52";"joukkoliikenne";"1,98";"3,17";"1,19";"kavely"; ;"20,24";"1,59";"henkiloauto";"60-69";"Herttoniemi (Roihuvuori)";"fi";"1,19";"3,17";"yksin-asuva";"2,78";"80,95"
"mita-ajattelet-tulevaisuuden-k";"4600";"30588";"2013-12-04T13:59";"9,33";"erittain-todennakoisesti";"4,17";"henkiloauto";"0";"94,25";"78,77";"polkupyora"; ;"35,910000000000004";"7,74";"kavely";"30-39";"Oulunkylä (Pirkkola, Maunula, Metsälä, Patola, Veräjämäki, Veräjälaakso)";"fi";"32,34";"2,58";"lapsiperhe";"0";"0"
"mita-ajattelet-tulevaisuuden-k";"4601";"30589";"2013-12-04T13:59"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"4602";"30598";"2013-12-04T14:00";"30,36";"erittain-todennakoisesti";"60,52";"henkiloauto";"70,04";"20,04";"70,04";"kavely"; ;"71,23";"28,77";"polkupyora";"30-39";"Tuomarinkylä (Paloheinä, Torpparinmäki, Tuomarinkartano, Haltiala)";"fi";"70,44";"70,04";"lapsiperhe";"30,75";"30,75"
"mita-ajattelet-tulevaisuuden-k";"4603";"30611";"2013-12-04T14:01"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"4604";"30612";"2013-12-04T14:01";"59,29";"melko-epatodennakoisesti";"56,51";"joukkoliikenne";"0";"23,17";"33,1";"kavely"; ;"0";"29,13";"polkupyora";"25-29";"Kallio";"fi";"0";"36,19";"pariskunta";"0";"43,81"
"mita-ajattelet-tulevaisuuden-k";"4605";"30618";"2013-12-04T14:02"; ;"erittain-epatodennakoisesti"; ;"joukkoliikenne"; ; ; ;"kavely";"ulkomailla"; ; ;"polkupyora";"20-24";"Hermanni";"en"; ; ;"yhteiso"; ; 
"mita-ajattelet-tulevaisuuden-k";"4606";"30620";"2013-12-04T14:02";"5,52";"melko-todennakoisesti";"59,48";"joukkoliikenne";"7,9";"20,52";"26,15";"kavely"; ;"0,75";"0";"polkupyora";"30-39";"Kallio";"fi";"73,77";"0";"yksin-asuva"; ;"0"
"mita-ajattelet-tulevaisuuden-k";"4607";"30641";"2013-12-04T14:05"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"4609";"30668";"2013-12-04T14:12";"0";"melko-epatodennakoisesti";"100";"joukkoliikenne";"75,56";"35,08";"0";"henkiloauto";"vantaalla";"0";"0";"kavely";"25-29"; ;"fi";"25,16";"0";"muu";"25,95";"0"
"mita-ajattelet-tulevaisuuden-k";"4610";"30675";"2013-12-04T14:15";"41,53";"melko-todennakoisesti";"10,97";"joukkoliikenne"; ;"70,10000000000001";"9,38";"polkupyora"; ;"80,02";"60,9";"henkiloauto";"20-24";"Tuomarinkylä (Paloheinä, Torpparinmäki, Tuomarinkartano, Haltiala)";"fi";"10,58";"23,67";"muu"; ;"51,85"
"mita-ajattelet-tulevaisuuden-k";"4611";"30692";"2013-12-04T14:19";"79,12";"erittain-todennakoisesti";"72,77";"polkupyora";"89,63";"33,49";"71,18";"joukkoliikenne"; ;"75,55";"52,93";"kavely";"30-39";"Lauttasaari";"fi";"6,9";"66,82000000000001";"pariskunta";"52,53";"81,9"
"mita-ajattelet-tulevaisuuden-k";"4612";"30710";"2013-12-04T14:25";"27,46";"melko-epatodennakoisesti";"81,92";"joukkoliikenne";"27,46";"1,1400000000000001";"2,75";"kavely"; ;"10,07";"51,49";"polkupyora";"30-39";"Vallila";"fi";"0"; ;"yksin-asuva";"17,62";"35,47"
"mita-ajattelet-tulevaisuuden-k";"4613";"30713";"2013-12-04T14:26"; ;"melko-epatodennakoisesti"; ;"kavely"; ; ; ;"henkiloauto";"espoossa"; ; ;"joukkoliikenne";"25-29";"Kamppi";"fi"; ; ;"yksin-asuva"; ; 
"mita-ajattelet-tulevaisuuden-k";"4614";"30726";"2013-12-04T14:34"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"4615";"30728";"2013-12-04T14:35"; ;"melko-todennakoisesti";"78,77";"henkiloauto"; ; ; ;"henkiloauto"; ; ; ;"polkupyora";"40-49";"Laajasalo";"fi"; ; ;"lapsiperhe"; ; 
"mita-ajattelet-tulevaisuuden-k";"4616";"30740";"2013-12-04T14:42";"9,23";"melko-todennakoisesti";"17,05";"henkiloauto";"12,86";"28,33";"21,19";"joukkoliikenne";"espoossa";"0,95";"12,06";"polkupyora";"30-39"; ;"fi";"0";"5,71";"yksin-asuva";"21,59";"17,62"
"mita-ajattelet-tulevaisuuden-k";"4617";"30742";"2013-12-04T14:47"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"4618";"30745";"2013-12-04T14:48";"100";"erittain-todennakoisesti";"10,32";"joukkoliikenne";"slider_default_value";"1,59";"0";"kavely"; ;"37,7";"85,71";"henkiloauto";"25-29";"Pitäjänmäki";"fi"; ;"64,29";"yksin-asuva";"slider_default_value";"23,41"
"mita-ajattelet-tulevaisuuden-k";"4619";"30750";"2013-12-04T14:50"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"4620";"30752";"2013-12-04T14:51";"30,81";"erittain-todennakoisesti";"98,67";"joukkoliikenne";"76,05";"1,44";"1,84";"kavely"; ;"6,21";"24,06";"joukkoliikenne";"40-49";"Pasila";"fi";"17,71";"79,62";"pariskunta";"91,52";"98,67"
"mita-ajattelet-tulevaisuuden-k";"4621";"30754";"2013-12-04T14:53"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"en"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"4622";"30756";"2013-12-04T14:53"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"4623";"30758";"2013-12-04T14:54"; ;"melko-todennakoisesti"; ;"henkiloauto"; ; ; ;"joukkoliikenne"; ; ; ;"kavely";"20-24";"Munkkiniemi (Kuusisaari, Lehtisaari, Munkkivuori, Niemenmäki, Talinranta)";"fi"; ; ;"pariskunta"; ; 
"mita-ajattelet-tulevaisuuden-k";"4624";"30761";"2013-12-04T14:55";"22,17";"melko-todennakoisesti";"64,84";"joukkoliikenne";"25,56";"15,63";"50,87";"kavely"; ;"22,22";"16,83";"henkiloauto";"30-39";"Kamppi";"fi";"30,32";"22,58";"muu";"60,87";"66,03"
"mita-ajattelet-tulevaisuuden-k";"4626";"30792";"2013-12-04T15:04";"76,59";"erittain-todennakoisesti";"31,35";"henkiloauto"; ;"32,54";"5,16";"joukkoliikenne"; ;"slider_default_value";"38,49";"polkupyora";"40-49";"Oulunkylä (Pirkkola, Maunula, Metsälä, Patola, Veräjämäki, Veräjälaakso)";"fi";"43,65";"31,75";"lapsiperhe";"55,56";"73,81"
"mita-ajattelet-tulevaisuuden-k";"4627";"30809";"2013-12-04T15:11";"0";"vaikea-sanoa";"100";"joukkoliikenne";"100";"100";"100";"henkiloauto";"muualla-uudenmaan-alueella";"40,28";"100";"kavely";"40-49";"Malmi (Pihlajamäki, Tattariharju, Pihlajisto)";"fi"; ;"100";"pariskunta";"100";"100"
"mita-ajattelet-tulevaisuuden-k";"4628";"30823";"2013-12-04T15:16"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"4629";"30827";"2013-12-04T15:24";"100";"melko-epatodennakoisesti";"98,97";"henkiloauto";"100";"9,68";"15,24";"joukkoliikenne"; ;"28,33";"86,67";"polkupyora";"30-39";"Kaarela (Kannelmäki, Maununneva, Malminkartano, Hakuninmaa, Kuninkaantammi, Honkasuo)";"fi";"99,99";"100";"lapsiperhe";"100";"0"
"mita-ajattelet-tulevaisuuden-k";"4630";"30828";"2013-12-04T15:24";"96,59";"erittain-todennakoisesti";"89,05";"joukkoliikenne";"23,17";"0";"33,49";"henkiloauto"; ;"83,1";"77,14";"kavely";"40-49";"Lauttasaari";"fi";"100";"87,06";"yksin-asuva";"100";"100"
"mita-ajattelet-tulevaisuuden-k";"4631";"30832";"2013-12-04T15:27";"18,85";"vaikea-sanoa";"70,44";"joukkoliikenne";"15,280000000000001";"76,79";"19,64";"henkiloauto";"espoossa";"31,94";"18,45"; ;"30-39";"";"fi";"88,29";"26,39";"lapsiperhe"; ;"82,74"
"mita-ajattelet-tulevaisuuden-k";"4632";"30841";"2013-12-04T15:29"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"en"; ; ; ; ; 
